user_id,total_spent,num_orders,customer_type,avg_order_value,ltv,cac,net_value
3273194067845015583,21.98,1,one-time,21.98,21.98,50.0,-28.02
3273268557987890623,41.99,1,one-time,41.99,41.99,50.0,-8.009999999999998
3274741740426447449,599.5,1,one-time,599.5,599.5,50.0,549.5
3276164298112463079,15.39,1,one-time,15.39,15.39,300.0,-284.61
3276827132145527043,59.95,2,repeat,29.975,59.95,50.0,9.950000000000003
3279130308050377426,71.3,1,one-time,71.3,71.3,50.0,21.299999999999997
3280132197483942848,82.97,1,one-time,82.97,82.97,50.0,32.97
3282526834147517212,433.99,2,repeat,216.995,433.99,50.0,383.99
3283030329692495258,35.98,1,one-time,35.98,35.98,50.0,-14.020000000000003
3287424336851494398,528.22,6,repeat,88.03666666666668,528.22,258.3333333333333,269.8866666666667
3290482216407456011,59.94,1,one-time,59.94,59.94,50.0,9.939999999999998
3290765995277477899,42.47,1,one-time,42.47,42.47,50.0,-7.530000000000001
3293157709434919719,56.97,1,one-time,56.97,56.97,300.0,-243.03
3295470093238310609,39.87,1,one-time,39.87,39.87,300.0,-260.13
3296449130516590119,30.48,1,one-time,30.48,30.48,50.0,-19.52
3296487568107567712,26.98,1,one-time,26.98,26.98,50.0,-23.02
3296760629290615445,611.55,1,one-time,611.55,611.55,50.0,561.55
3296839339658161126,684.47,1,one-time,684.47,684.47,50.0,634.47
3297507461939386970,63.22,1,one-time,63.22,63.22,50.0,13.219999999999999
3299870838132577906,76.93,1,one-time,76.93,76.93,300.0,-223.07
3300270774997102814,63.19,1,one-time,63.19,63.19,300.0,-236.81
3301001176863952275,22.97,1,one-time,22.97,22.97,50.0,-27.03
3302250057608062714,111.93,1,one-time,111.93,111.93,50.0,61.93000000000001
3302292601270378852,28.78,1,one-time,28.78,28.78,50.0,-21.22
3303034042373276972,59.76,1,one-time,59.76,59.76,50.0,9.759999999999998
3303063218833425180,55.99,1,one-time,55.99,55.99,300.0,-244.01
3305197397327371088,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
3305485862461522985,1622.16,2,repeat,811.08,1622.16,50.0,1572.16
3307040795595552243,21.97,1,one-time,21.97,21.97,50.0,-28.03
3307727541454538037,19.99,1,one-time,19.99,19.99,50.0,-30.01
3308039382193082920,19.99,1,one-time,19.99,19.99,50.0,-30.01
3308569141773281409,84.76,1,one-time,84.76,84.76,50.0,34.760000000000005
3308953517897542519,13.2,1,one-time,13.2,13.2,50.0,-36.8
3310309019453934499,294.0,1,one-time,294.0,294.0,50.0,244.0
3312961883012111762,33.59,1,one-time,33.59,33.59,200.0,-166.41
3315850109243126332,173.88,1,one-time,173.88,173.88,50.0,123.88
3317903560139792360,66.27,1,one-time,66.27,66.27,50.0,16.269999999999996
3320129517544307519,131.13,1,one-time,131.13,131.13,50.0,81.13
3320285544783092205,27.39,1,one-time,27.39,27.39,50.0,-22.61
3321426483601293625,127.44,1,one-time,127.44,127.44,50.0,77.44
3322420343273401546,71.09,1,one-time,71.09,71.09,50.0,21.090000000000003
3322842320727852756,33.98,1,one-time,33.98,33.98,300.0,-266.02
3325370036069152242,75.15,3,repeat,25.05,75.15,50.0,25.150000000000006
3329655754373955251,19.99,1,one-time,19.99,19.99,50.0,-30.01
3329734681034119907,72.93,1,one-time,72.93,72.93,300.0,-227.07
3329885141648806984,2773.58,4,repeat,693.395,2773.58,50.0,2723.58
3331520402601088577,44.52,1,one-time,44.52,44.52,50.0,-5.479999999999997
3332096924398880004,21.99,1,one-time,21.99,21.99,50.0,-28.01
3339969886638037862,78.72,1,one-time,78.72,78.72,200.0,-121.28
3343911594542334618,16.94,1,one-time,16.94,16.94,200.0,-183.06
3344805889934243542,23.95,1,one-time,23.95,23.95,300.0,-276.05
3345163376310988493,1075.8899999999999,4,repeat,268.97249999999997,1075.8899999999999,50.0,1025.8899999999999
3346100016851964940,27.11,1,one-time,27.11,27.11,50.0,-22.89
3346631104336405882,60.97,2,repeat,30.485,60.97,300.0,-239.03
3346636018535038432,119.9,1,one-time,119.9,119.9,50.0,69.9
3347706947631375795,91.08,1,one-time,91.08,91.08,50.0,41.08
3348449424172649440,32.78,1,one-time,32.78,32.78,50.0,-17.22
3349184055011438156,95.99,1,one-time,95.99,95.99,50.0,45.989999999999995
3351204506101423400,22.14,1,one-time,22.14,22.14,50.0,-27.86
3351538799616866750,8.38,1,one-time,8.38,8.38,50.0,-41.62
3355762679172766727,23.49,1,one-time,23.49,23.49,300.0,-276.51
3358419113788146391,61.98,1,one-time,61.98,61.98,50.0,11.979999999999997
3358833815079053940,17.98,1,one-time,17.98,17.98,50.0,-32.019999999999996
3363540196931390942,18.99,1,one-time,18.99,18.99,50.0,-31.01
3363669103170861963,490.99,2,repeat,245.495,490.99,50.0,440.99
3364502706652461575,16.39,1,one-time,16.39,16.39,50.0,-33.61
3368850852007044287,27.14,1,one-time,27.14,27.14,50.0,-22.86
3369201896722684732,18.99,1,one-time,18.99,18.99,50.0,-31.01
3370010142093281141,48.18,1,one-time,48.18,48.18,50.0,-1.8200000000000003
3371636154189541417,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3374717573841647831,24.67,1,one-time,24.67,24.67,200.0,-175.32999999999998
3378090868516348221,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
3379024149365496688,30.87,1,one-time,30.87,30.87,50.0,-19.13
3381137962857755397,20.78,1,one-time,20.78,20.78,50.0,-29.22
3386971566313724300,21.99,1,one-time,21.99,21.99,50.0,-28.01
3386971884403473366,34.97,1,one-time,34.97,34.97,300.0,-265.03
3387281260224146216,199.98,2,repeat,99.99,199.98,50.0,149.98
3388045706371865122,120.33,1,one-time,120.33,120.33,300.0,-179.67000000000002
3388245352087757208,8.79,1,one-time,8.79,8.79,50.0,-41.21
3389857819205176144,59.54,1,one-time,59.54,59.54,50.0,9.54
3391371207605838551,17.59,1,one-time,17.59,17.59,50.0,-32.41
3394557957149163238,42.85,1,one-time,42.85,42.85,300.0,-257.15
3395251230971763011,50.33,1,one-time,50.33,50.33,50.0,0.3299999999999983
3397475696574281386,8.48,1,one-time,8.48,8.48,50.0,-41.519999999999996
3397610502524811924,56.96,1,one-time,56.96,56.96,300.0,-243.04
3399131852074077546,21.99,1,one-time,21.99,21.99,300.0,-278.01
3400412339480337298,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
3402015087347475217,11.19,1,one-time,11.19,11.19,50.0,-38.81
3404435547562826616,29.98,1,one-time,29.98,29.98,200.0,-170.02
3404526408923397238,371.16999999999996,2,repeat,185.58499999999998,371.16999999999996,50.0,321.16999999999996
3405098531081951348,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
3407395331246980159,69.29,1,one-time,69.29,69.29,300.0,-230.70999999999998
3408469727987156299,139.93,1,one-time,139.93,139.93,50.0,89.93
3409777638949712171,55.96,1,one-time,55.96,55.96,50.0,5.960000000000001
3410954577195057515,51.99,1,one-time,51.99,51.99,50.0,1.990000000000002
3411159917841039387,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3412601168298155096,7.48,1,one-time,7.48,7.48,50.0,-42.519999999999996
3424108581759376667,59.99,1,one-time,59.99,59.99,50.0,9.990000000000002
3424367831137944734,33.18,1,one-time,33.18,33.18,50.0,-16.82
3424918216070852195,63.660000000000004,2,repeat,31.830000000000002,63.660000000000004,50.0,13.660000000000004
3427093772559563094,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3427485014990856593,59.66,1,one-time,59.66,59.66,300.0,-240.34
3429044344493987799,62.36,1,one-time,62.36,62.36,300.0,-237.64
3430259988193283726,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3430477104062531238,83.33,1,one-time,83.33,83.33,50.0,33.33
3431303311329572107,189.6,1,one-time,189.6,189.6,50.0,139.6
3431617398530846078,31.35,1,one-time,31.35,31.35,50.0,-18.65
3434700380216102535,184.54000000000002,2,repeat,92.27000000000001,184.54000000000002,50.0,134.54000000000002
3435570511670924970,15.19,1,one-time,15.19,15.19,50.0,-34.81
3435879975978458700,41.98,1,one-time,41.98,41.98,50.0,-8.020000000000003
3438386296748685726,199.5,1,one-time,199.5,199.5,50.0,149.5
3439925516647058668,123.14,1,one-time,123.14,123.14,50.0,73.14
3440377768269728737,3.98,1,one-time,3.98,3.98,50.0,-46.02
3440800253483644462,27.99,1,one-time,27.99,27.99,50.0,-22.01
3440941357653473285,101.95,1,one-time,101.95,101.95,50.0,51.95
3442295857384899473,44.79,1,one-time,44.79,44.79,300.0,-255.21
3443895597772752883,223.02,1,one-time,223.02,223.02,50.0,173.02
3444642706013409818,1812.6399999999999,2,repeat,906.3199999999999,1812.6399999999999,50.0,1762.6399999999999
3445194212240387141,79.98,1,one-time,79.98,79.98,50.0,29.980000000000004
3445305317008053078,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
3447003791318310120,23.34,1,one-time,23.34,23.34,300.0,-276.66
3448395334687442693,16.99,1,one-time,16.99,16.99,300.0,-283.01
3448427623331794940,16.99,1,one-time,16.99,16.99,300.0,-283.01
3449650648542579029,23.96,1,one-time,23.96,23.96,50.0,-26.04
3449924104971285851,898.75,2,repeat,449.375,898.75,175.0,723.75
3450551762764650398,10.78,1,one-time,10.78,10.78,50.0,-39.22
3452334912084453714,15.19,1,one-time,15.19,15.19,50.0,-34.81
3452520076908363504,49.27,1,one-time,49.27,49.27,300.0,-250.73
3453250245781882271,136.95,1,one-time,136.95,136.95,50.0,86.94999999999999
3454415788904146693,25.49,1,one-time,25.49,25.49,300.0,-274.51
3454904914738069096,69.03,1,one-time,69.03,69.03,50.0,19.03
3456917496701100082,13.59,1,one-time,13.59,13.59,50.0,-36.41
3458355427562318061,29.58,1,one-time,29.58,29.58,50.0,-20.42
3459203598537329972,33.96,1,one-time,33.96,33.96,300.0,-266.04
3460381469953102628,55.99,1,one-time,55.99,55.99,50.0,5.990000000000002
3461504855909388246,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3462392387008560211,10.47,1,one-time,10.47,10.47,300.0,-289.53
3466966401704359323,80.6,1,one-time,80.6,80.6,50.0,30.599999999999994
3467259268893631959,215.13,1,one-time,215.13,215.13,50.0,165.13
3468052702997743438,19.99,1,one-time,19.99,19.99,50.0,-30.01
3468133474156348644,84.53,1,one-time,84.53,84.53,50.0,34.53
3468138784701552288,19.98,1,one-time,19.98,19.98,50.0,-30.02
3468690642506593738,753.28,2,repeat,376.64,753.28,50.0,703.28
3471594580435227032,16.78,1,one-time,16.78,16.78,50.0,-33.22
3473394703672890486,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3474262337199382231,51.97,1,one-time,51.97,51.97,50.0,1.9699999999999989
3474268755825175033,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
3474523697794005642,159.1,1,one-time,159.1,159.1,50.0,109.1
3475041930995418580,15.99,1,one-time,15.99,15.99,200.0,-184.01
3475663815219726995,159.6,1,one-time,159.6,159.6,50.0,109.6
3478504089708094243,17.97,1,one-time,17.97,17.97,50.0,-32.03
3479723724857890808,35.97,1,one-time,35.97,35.97,300.0,-264.03
3484260723427894385,42.6,1,one-time,42.6,42.6,300.0,-257.4
3484534271391030660,95.8,1,one-time,95.8,95.8,50.0,45.8
3487053922511237877,67.39,1,one-time,67.39,67.39,50.0,17.39
3487356770056641150,22.33,1,one-time,22.33,22.33,50.0,-27.67
3488479606498863907,31.18,1,one-time,31.18,31.18,50.0,-18.82
3488988288066583080,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
3490620713275982342,21.26,1,one-time,21.26,21.26,50.0,-28.74
3490941383536951175,21.1,1,one-time,21.1,21.1,50.0,-28.9
3494892884724881756,92.66,1,one-time,92.66,92.66,50.0,42.66
3498968994216339065,12.48,1,one-time,12.48,12.48,50.0,-37.519999999999996
3499571954427096935,692.0,2,repeat,346.0,692.0,50.0,642.0
3499601290584440755,235.51,2,repeat,117.755,235.51,50.0,185.51
3500249170758628509,124.76,1,one-time,124.76,124.76,50.0,74.76
3500440264779811239,164.71,1,one-time,164.71,164.71,300.0,-135.29
3501419938445808942,358.26,1,one-time,358.26,358.26,50.0,308.26
3503177740835852213,12.79,1,one-time,12.79,12.79,50.0,-37.21
3504024407215071221,19.95,1,one-time,19.95,19.95,50.0,-30.05
3506253985459951484,41.99,1,one-time,41.99,41.99,200.0,-158.01
3506286482390600338,101.23,1,one-time,101.23,101.23,50.0,51.230000000000004
3506542625236694217,49.56,1,one-time,49.56,49.56,50.0,-0.4399999999999977
3506641252508018377,58.99,1,one-time,58.99,58.99,50.0,8.990000000000002
3508377990231719822,134.85,1,one-time,134.85,134.85,300.0,-165.15
3508419666243874603,300.35,1,one-time,300.35,300.35,50.0,250.35000000000002
3510875944758249894,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
3511188733855996892,70.07,1,one-time,70.07,70.07,300.0,-229.93
3512236505996139395,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
3513351372508524008,19.96,1,one-time,19.96,19.96,50.0,-30.04
3514808551180416782,301.51,2,repeat,150.755,301.51,300.0,1.509999999999991
3514930116747321354,41.47,1,one-time,41.47,41.47,300.0,-258.53
3515453378186105003,24.99,1,one-time,24.99,24.99,300.0,-275.01
3519741939483828661,67.18,2,repeat,33.59,67.18,50.0,17.180000000000007
3520008896446151679,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
3520716110085025698,92.09,1,one-time,92.09,92.09,50.0,42.09
3520723582970220131,27.18,1,one-time,27.18,27.18,50.0,-22.82
3521234298870457889,490.85,1,one-time,490.85,490.85,50.0,440.85
3523546723004050529,331.5,1,one-time,331.5,331.5,50.0,281.5
3524313174087826052,19.99,1,one-time,19.99,19.99,50.0,-30.01
3524455307595402736,51.5,1,one-time,51.5,51.5,50.0,1.5
3525421750426916634,55.42,1,one-time,55.42,55.42,50.0,5.420000000000002
3525762171058783974,91.14,1,one-time,91.14,91.14,50.0,41.14
3526518783380311774,305.67,1,one-time,305.67,305.67,50.0,255.67000000000002
3527366305683922189,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
3529021574881130911,74.38,1,one-time,74.38,74.38,50.0,24.379999999999995
3530859499206479968,63.96,1,one-time,63.96,63.96,200.0,-136.04
3532463620992915742,61.56,1,one-time,61.56,61.56,50.0,11.560000000000002
3533141636411834269,43.97,1,one-time,43.97,43.97,50.0,-6.030000000000001
3533321695674569475,256.7,1,one-time,256.7,256.7,50.0,206.7
3533773123669464150,108.72,1,one-time,108.72,108.72,50.0,58.72
3534045181294698180,54.36,1,one-time,54.36,54.36,50.0,4.359999999999999
3534570005343502837,47.95,2,repeat,23.975,47.95,50.0,-2.049999999999997
3535157243408917520,101.53,2,repeat,50.765,101.53,50.0,51.53
3536212517159320992,95.94,1,one-time,95.94,95.94,50.0,45.94
3536546316695969025,124.01,1,one-time,124.01,124.01,50.0,74.01
3536855989510747054,49.96,1,one-time,49.96,49.96,50.0,-0.03999999999999915
3538189268879245816,52.4,1,one-time,52.4,52.4,50.0,2.3999999999999986
3538702271871560672,41.56,1,one-time,41.56,41.56,50.0,-8.439999999999998
3538836902011066544,18.47,1,one-time,18.47,18.47,50.0,-31.53
3538928341316369424,17.58,1,one-time,17.58,17.58,50.0,-32.42
3539013620174818735,16.48,1,one-time,16.48,16.48,50.0,-33.519999999999996
3541562648791714656,15.99,1,one-time,15.99,15.99,50.0,-34.01
3541771014027462140,33.59,1,one-time,33.59,33.59,200.0,-166.41
3544319698789912473,89.58,2,repeat,44.79,89.58,50.0,39.58
3544551202207893963,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3545109447122075336,55.99,1,one-time,55.99,55.99,300.0,-244.01
3545123060029364265,27.66,1,one-time,27.66,27.66,50.0,-22.34
3545737526614462587,8.98,1,one-time,8.98,8.98,300.0,-291.02
3546486479053564319,24.99,1,one-time,24.99,24.99,50.0,-25.01
3547340212179287814,6.99,1,one-time,6.99,6.99,300.0,-293.01
3548098454979179257,55.99,1,one-time,55.99,55.99,300.0,-244.01
3548260170900367803,18.99,1,one-time,18.99,18.99,50.0,-31.01
3550517741801560701,1.99,1,one-time,1.99,1.99,300.0,-298.01
3550975436361582700,33.98,1,one-time,33.98,33.98,50.0,-16.020000000000003
3551040750443861038,32.49,1,one-time,32.49,32.49,50.0,-17.509999999999998
3551066677390608620,79.99,1,one-time,79.99,79.99,50.0,29.989999999999995
3552628610490649880,35.98,1,one-time,35.98,35.98,300.0,-264.02
3554960621245001989,75.18,1,one-time,75.18,75.18,50.0,25.180000000000007
3555404487376101016,255.15,2,repeat,127.575,255.15,50.0,205.15
3557316886784013473,19.97,1,one-time,19.97,19.97,50.0,-30.03
3558104655978527434,21.02,1,one-time,21.02,21.02,50.0,-28.98
3559114892491137478,48.48,1,one-time,48.48,48.48,50.0,-1.5200000000000031
3560070001469930919,87.1,1,one-time,87.1,87.1,50.0,37.099999999999994
3560820276518060023,9.98,1,one-time,9.98,9.98,50.0,-40.019999999999996
3563510904717248245,9.49,1,one-time,9.49,9.49,300.0,-290.51
3564256947651906511,97.27,1,one-time,97.27,97.27,50.0,47.269999999999996
3567990823007256215,78.26,1,one-time,78.26,78.26,300.0,-221.74
3568066398889653649,15.99,1,one-time,15.99,15.99,50.0,-34.01
3568206778944915278,21.29,1,one-time,21.29,21.29,50.0,-28.71
3568334692659354873,719.3,1,one-time,719.3,719.3,50.0,669.3
3568593840277988902,0.01,2,repeat,0.005,0.01,50.0,-49.99
3570284952484252371,37.57,1,one-time,37.57,37.57,50.0,-12.43
3570610366124089261,22.98,1,one-time,22.98,22.98,300.0,-277.02
3571507592787587654,0.0,1,one-time,0.0,0.0,300.0,-300.0
3572331587418147063,334.93,1,one-time,334.93,334.93,50.0,284.93
3573113591289892546,1.99,1,one-time,1.99,1.99,50.0,-48.01
3574986658908976754,13.59,1,one-time,13.59,13.59,50.0,-36.41
3575272597943168955,39.99,1,one-time,39.99,39.99,50.0,-10.009999999999998
3575773830913742237,31.68,1,one-time,31.68,31.68,300.0,-268.32
3577891646273486122,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
3582956015657288253,24.99,1,one-time,24.99,24.99,50.0,-25.01
3584235737298895551,16.79,1,one-time,16.79,16.79,50.0,-33.21
3585725814215426484,108.48,1,one-time,108.48,108.48,300.0,-191.51999999999998
3589729942715877205,0.0,1,one-time,0.0,0.0,50.0,-50.0
3590222967147519334,83.14,1,one-time,83.14,83.14,50.0,33.14
3590767994555565324,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
3591160643290359563,27.98,1,one-time,27.98,27.98,50.0,-22.02
3592516706572936690,24.99,1,one-time,24.99,24.99,50.0,-25.01
3592785671281234637,200.0,1,one-time,200.0,200.0,300.0,-100.0
3593099441368037638,147.79,1,one-time,147.79,147.79,200.0,-52.21000000000001
3594748537350114699,163.08,1,one-time,163.08,163.08,50.0,113.08000000000001
3597020423335627391,42.6,1,one-time,42.6,42.6,50.0,-7.399999999999999
3598021100019368600,30.38,1,one-time,30.38,30.38,50.0,-19.62
3598529370442133700,435.86,1,one-time,435.86,435.86,50.0,385.86
3598574588288765036,23.49,1,one-time,23.49,23.49,300.0,-276.51
3598720718130713222,34.99,1,one-time,34.99,34.99,300.0,-265.01
3602581120186705822,49.24,1,one-time,49.24,49.24,300.0,-250.76
3606898096302813212,167.87,1,one-time,167.87,167.87,300.0,-132.13
3607433621534632946,144.5,1,one-time,144.5,144.5,50.0,94.5
3608475193341679870,23.48,1,one-time,23.48,23.48,300.0,-276.52
3609914106843763163,21.99,1,one-time,21.99,21.99,50.0,-28.01
3610250758524453544,20.49,1,one-time,20.49,20.49,50.0,-29.51
3614504595188750460,67.94,1,one-time,67.94,67.94,50.0,17.939999999999998
3614707430894059857,82.48,1,one-time,82.48,82.48,50.0,32.480000000000004
3615582065852878931,78.94,1,one-time,78.94,78.94,50.0,28.939999999999998
3616014667867180410,8.68,1,one-time,8.68,8.68,50.0,-41.32
3616107560595202774,181.72,1,one-time,181.72,181.72,50.0,131.72
3616346989046528559,206.33,1,one-time,206.33,206.33,300.0,-93.66999999999999
3622534010088332289,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3623082378035847520,168.98,1,one-time,168.98,168.98,300.0,-131.02
3626904111622451846,36.08,1,one-time,36.08,36.08,50.0,-13.920000000000002
3628984853054173022,75.97,1,one-time,75.97,75.97,50.0,25.97
3630056635010786272,28.49,1,one-time,28.49,28.49,300.0,-271.51
3631468795643448744,279.72,1,one-time,279.72,279.72,50.0,229.72000000000003
3632156005952506969,18.99,1,one-time,18.99,18.99,200.0,-181.01
3635116668819664542,91.98,1,one-time,91.98,91.98,300.0,-208.01999999999998
3635169555851296946,235.08,2,repeat,117.54,235.08,50.0,185.08
3635499460732949691,145.92,1,one-time,145.92,145.92,300.0,-154.08
3635819362671246004,7.98,1,one-time,7.98,7.98,200.0,-192.02
3636762408690332457,21.98,1,one-time,21.98,21.98,300.0,-278.02
3637274724338240822,33.59,1,one-time,33.59,33.59,200.0,-166.41
3637738484583635278,86.97,1,one-time,86.97,86.97,300.0,-213.03
3638533281784175478,16.99,1,one-time,16.99,16.99,50.0,-33.010000000000005
3640330441830847885,22.48,1,one-time,22.48,22.48,300.0,-277.52
3640757653310999874,244.14,1,one-time,244.14,244.14,50.0,194.14
3641621588258104680,91.33,1,one-time,91.33,91.33,200.0,-108.67
3641847080616677863,26.58,1,one-time,26.58,26.58,300.0,-273.42
3642532800884850314,11.96,1,one-time,11.96,11.96,50.0,-38.04
3645483034264563148,85.58,1,one-time,85.58,85.58,50.0,35.58
3647087839870525439,159.85,1,one-time,159.85,159.85,200.0,-40.150000000000006
3648845765125451961,41.95,1,one-time,41.95,41.95,50.0,-8.049999999999997
3651236178297413161,123.89,2,repeat,61.945,123.89,300.0,-176.11
3654857757910532216,95.97,1,one-time,95.97,95.97,50.0,45.97
3656215501791704148,27.0,1,one-time,27.0,27.0,300.0,-273.0
3657728344837138607,59.99,1,one-time,59.99,59.99,50.0,9.990000000000002
3658091589289896549,399.75,2,repeat,199.875,399.75,50.0,349.75
3658549305813344156,26.62,1,one-time,26.62,26.62,50.0,-23.38
3660362924082650418,21.82,1,one-time,21.82,21.82,50.0,-28.18
3660706083878335924,51.93,1,one-time,51.93,51.93,50.0,1.9299999999999997
3661025118116340193,304.51,1,one-time,304.51,304.51,50.0,254.51
3662177742807173577,1288.36,1,one-time,1288.36,1288.36,50.0,1238.36
3663326827740515016,33.59,1,one-time,33.59,33.59,200.0,-166.41
3667207016049360497,12.49,1,one-time,12.49,12.49,300.0,-287.51
3671059772883764833,31.18,1,one-time,31.18,31.18,50.0,-18.82
3671103606125826887,67.18,1,one-time,67.18,67.18,50.0,17.180000000000007
3672929716170838467,41.95,2,repeat,20.975,41.95,50.0,-8.049999999999997
3674071642665354067,64.77,1,one-time,64.77,64.77,200.0,-135.23000000000002
3676060292760160435,537.11,1,one-time,537.11,537.11,300.0,237.11
3677318371085157791,8.79,1,one-time,8.79,8.79,50.0,-41.21
3680244960768233462,252.44,2,repeat,126.22,252.44,50.0,202.44
3680637680353518403,37.57,1,one-time,37.57,37.57,50.0,-12.43
3680806121011427493,223.2,1,one-time,223.2,223.2,50.0,173.2
3681004164006425285,30.88,1,one-time,30.88,30.88,50.0,-19.12
3681691345354167550,349.6,2,repeat,174.8,349.6,50.0,299.6
3682115393898564983,27.99,1,one-time,27.99,27.99,50.0,-22.01
3682908334360088382,23.58,1,one-time,23.58,23.58,50.0,-26.42
3683964015671682412,0.0,1,one-time,0.0,0.0,50.0,-50.0
3684045780508318181,118.83,1,one-time,118.83,118.83,300.0,-181.17000000000002
3685287394686697592,43.44,1,one-time,43.44,43.44,300.0,-256.56
3685672446804804725,2.99,1,one-time,2.99,2.99,50.0,-47.01
3685754350536487265,1256.85,1,one-time,1256.85,1256.85,50.0,1206.85
3687546427507950071,297.81,2,repeat,148.905,297.81,300.0,-2.1899999999999977
3688060710283758752,65.47,1,one-time,65.47,65.47,300.0,-234.53
3689455923152943810,101.54,1,one-time,101.54,101.54,50.0,51.540000000000006
3689862038819738204,390.46,1,one-time,390.46,390.46,200.0,190.45999999999998
3693780642505402534,491.4,1,one-time,491.4,491.4,50.0,441.4
3694234028523165868,15.19,1,one-time,15.19,15.19,200.0,-184.81
3694974073962512722,13.59,1,one-time,13.59,13.59,50.0,-36.41
3695477254118891941,127.6,1,one-time,127.6,127.6,50.0,77.6
3695951262891299439,84.92,1,one-time,84.92,84.92,50.0,34.92
3697825790083716939,1735.78,2,repeat,867.89,1735.78,50.0,1685.78
3698613911261090641,0.0,1,one-time,0.0,0.0,50.0,-50.0
3700513565264541491,39.99,1,one-time,39.99,39.99,50.0,-10.009999999999998
3700543276431412713,16.07,1,one-time,16.07,16.07,300.0,-283.93
3700684409504471842,44.97,1,one-time,44.97,44.97,50.0,-5.030000000000001
3700714855829972615,289.38,2,repeat,144.69,289.38,50.0,239.38
3701126995342341310,50.38,1,one-time,50.38,50.38,50.0,0.38000000000000256
3701255466939392710,95.94,1,one-time,95.94,95.94,50.0,45.94
3702504149982325265,67.19,1,one-time,67.19,67.19,300.0,-232.81
3702724178788313621,56.05,1,one-time,56.05,56.05,50.0,6.049999999999997
3704081881488905199,1521.51,1,one-time,1521.51,1521.51,50.0,1471.51
3704411087594288284,27.18,1,one-time,27.18,27.18,50.0,-22.82
3705098385635161480,4.77,1,one-time,4.77,4.77,50.0,-45.230000000000004
3706266616666362685,33.98,1,one-time,33.98,33.98,50.0,-16.020000000000003
3708624609955414339,411.0,2,repeat,205.5,411.0,50.0,361.0
3709746839130866401,44.79,1,one-time,44.79,44.79,50.0,-5.210000000000001
3712222633426919820,12.99,1,one-time,12.99,12.99,50.0,-37.01
3712492351053577643,67.18,1,one-time,67.18,67.18,50.0,17.180000000000007
3714026769749334069,45.97,1,one-time,45.97,45.97,50.0,-4.030000000000001
3716357495252024311,26.86,1,one-time,26.86,26.86,50.0,-23.14
3716528607664189498,200.95,1,one-time,200.95,200.95,200.0,0.9499999999999886
3718124829225998463,15.97,1,one-time,15.97,15.97,50.0,-34.03
3718453403580072693,159.4,1,one-time,159.4,159.4,300.0,-140.6
3718554657931620614,79.5,1,one-time,79.5,79.5,50.0,29.5
3718967472555843952,33.98,1,one-time,33.98,33.98,50.0,-16.020000000000003
3721991920160346170,32.45,1,one-time,32.45,32.45,50.0,-17.549999999999997
3722870758995966573,19.99,1,one-time,19.99,19.99,300.0,-280.01
3723930083196057545,28.78,1,one-time,28.78,28.78,50.0,-21.22
3724344539154169107,81.36,1,one-time,81.36,81.36,50.0,31.36
3724383329494779540,5.97,1,one-time,5.97,5.97,50.0,-44.03
3725072130314093392,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
3725624217662114621,44.98,1,one-time,44.98,44.98,200.0,-155.02
3725836239165941255,75.18,1,one-time,75.18,75.18,50.0,25.180000000000007
3726347330948313659,491.25,1,one-time,491.25,491.25,50.0,441.25
3729387598281240074,69.48,1,one-time,69.48,69.48,50.0,19.480000000000004
3730067279535822906,34.91,1,one-time,34.91,34.91,300.0,-265.09000000000003
3732823678511009325,31.99,1,one-time,31.99,31.99,50.0,-18.01
3732860122805248629,34.370000000000005,2,repeat,17.185000000000002,34.370000000000005,50.0,-15.629999999999995
3733262874048407850,42.6,1,one-time,42.6,42.6,300.0,-257.4
3733830588871650226,33.59,1,one-time,33.59,33.59,50.0,-16.409999999999997
3734394198742215397,133.95,1,one-time,133.95,133.95,50.0,83.94999999999999
3735766969872016810,342.23,1,one-time,342.23,342.23,50.0,292.23
3736964846520654455,64.84,1,one-time,64.84,64.84,50.0,14.840000000000003
3737631371999319949,84.23,1,one-time,84.23,84.23,50.0,34.230000000000004
